Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2023M09	111.651
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2023M08	96.741
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2023M07	89.936
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2023M06	91.495
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2023M05	99.971
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2023M04	96.032
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2023M03	53.787
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2023M02	38.051
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2023M01	27.134
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2022M12	26.123
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2022M11	35.834
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2022M10	93.863
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2022M09	105.865
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2022M08	88.755
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2022M07	91.039
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2022M06	93.969
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2022M05	89.603
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2022M04	76.934
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2022M03	39.880
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2022M02	27.531
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2022M01	17.547
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2021M12	18.924
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2021M11	31.352
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2021M10	66.742
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2021M09	64.928
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2021M08	51.609
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2021M07	50.220
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2021M06	31.653
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2021M05	20.041
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2021M04	9.743
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2021M03	7.203
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2021M02	4.501
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2021M01	3.902
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2020M12	6.299
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2020M11	5.816
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2020M10	13.730
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2020M09	20.620
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2020M08	32.846
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2020M07	27.930
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2020M06	6.238
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2020M05	272
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2020M04	0
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2020M03	33.237
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2020M02	42.024
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2020M01	39.525
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2019M12	36.252
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2019M11	50.486
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2019M10	115.547
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2019M09	122.805
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2019M08	98.600
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2019M07	106.501
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2019M06	108.386
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2019M05	115.138
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2019M04	98.247
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2019M03	63.088
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2019M02	41.811
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2019M01	38.270
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2018M12	35.633
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2018M11	47.116
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2018M10	119.005
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2018M09	122.778
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2018M08	105.102
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2018M07	97.068
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2018M06	106.575
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2018M05	116.127
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2018M04	90.052
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2018M03	61.678
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2018M02	41.295
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2018M01	33.638
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2017M12	31.256
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2017M11	41.202
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2017M10	112.390
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2017M09	122.298
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2017M08	106.200
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2017M07	107.967
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2017M06	105.324
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2017M05	114.165
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2017M04	93.232
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2017M03	54.822
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2017M02	38.257
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2017M01	31.576
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2016M12	27.373
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2016M11	37.717
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2016M10	104.956
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2016M09	114.659
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2016M08	102.357
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2016M07	101.019
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2016M06	97.978
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2016M05	102.104
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2016M04	82.155
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2016M03	58.141
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2016M02	33.018
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2016M01	23.545
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2015M12	22.207
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2015M11	33.784
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2015M10	91.943
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2015M09	100.774
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2015M08	85.854
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2015M07	76.865
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2015M06	80.514
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2015M05	95.727
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2015M04	76.311
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2015M03	42.217
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2015M02	26.699
Total Nacional	01 Andalucía	11 Cádiz	Viajero	Total	Residentes en el Extranjero	2015M01	21.613
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2025M10	57.351
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2025M09	44.562
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2025M08	34.670
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2025M07	32.524
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2025M06	41.791
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2025M05	56.400
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2025M04	62.531
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2025M03	40.810
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2025M02	27.080
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2025M01	25.270
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2024M12	26.434
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2024M11	35.604
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2024M10	55.978
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2024M09	52.655
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2024M08	38.036
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2024M07	31.409
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2024M06	41.729
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2024M05	59.926
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2024M04	55.409
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2024M03	44.109
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2024M02	32.417
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2024M01	25.661
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2023M12	26.169
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2023M11	31.450
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2023M10	55.299
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2023M09	47.924
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2023M08	37.564
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2023M07	30.502
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2023M06	35.887
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2023M05	48.440
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2023M04	44.580
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2023M03	32.640
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2023M02	24.024
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2023M01	19.472
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2022M12	.
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2022M11	26.774
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2022M10	44.698
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2022M09	41.354
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2022M08	31.168
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2022M07	24.964
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2022M06	32.670
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2022M05	43.781
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2022M04	39.625
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2022M03	26.537
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2022M02	17.414
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2022M01	13.587
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2021M12	15.962
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2021M11	22.281
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2021M10	29.146
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2021M09	23.098
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2021M08	19.358
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2021M07	15.611
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2021M06	9.542
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2021M05	7.734
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2021M04	2.023
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2021M03	1.925
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2021M02	835
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2021M01	1.124
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2020M12	1.632
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2020M11	884
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2020M10	5.912
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2020M09	5.054
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2020M08	7.921
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2020M07	5.435
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2020M06	552
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2020M05	31
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2020M04	0
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2020M03	10.945
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2020M02	27.763
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2020M01	28.258
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2019M12	27.866
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2019M11	32.939
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2019M10	54.008
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2019M09	48.511
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2019M08	39.991
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2019M07	37.322
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2019M06	46.460
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2019M05	59.038
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2019M04	57.635
Total Nacional	01 Andalucía	14 Córdoba	Viajero	Total	Residentes en el Extranjero	2019M03	37.603
